|date|QID11_TEXT_translated|QID31_TEXT_translated|QID18_TEXT_translated|QID22_TEXT_translated
1814|2024-03-14|I like my job. I am hardworking, I can work outside working hours. I am a creative person, I like to do everything related to creativity|I studied my favorite business. Now I will implement it|Ukrainian|European
1815|2024-03-14|I like to watch movies and series, I draw, but I also often try other hobbies, recently I started reading books, although I don't spend much time on it. I often put everything off for later, it's hard to start working if the deadline is still far away. It is difficult to meet and work with new people. I value my personal space.|I am studying information, library and archival business, this includes record keeping, document science, management, etc. In my studies, I search and process information from various sources|Ukrainian|Caucasian
1816|2024-03-14|I like it when my work is well paid. I am looking for different alternatives for earning. I prefer working at the computer, not with people.|I work as a manager in an online store. I communicate with customers and sell goods.|Ukrainian|European
1817|2024-03-14|I am purposeful, responsible, truthful, I like to communicate with people. Responsible at work. I like to read books, I study English.|A paramedic in an ambulance|Ukrainian|Fair skin type
1818|2024-03-14|I work as a driver, my hobby is fishing|Driver|Russian|European
1819|2024-03-14|painting|A waiter in a cafe.|Ukrainian|European
1820|2024-03-14|Responsible|Representation of the interests of the enterprise in courts|Ukrainian|European
1821|2024-03-14|"My name is Yulia, I am 33 years old, I am an entrepreneur.
I have my own online store, I live by my work and I get a kick out of the whole process)"|I have my own online store of military accessories, I run it entirely myself on Instagram, I answer customers and ship the goods|Ukrainian|Ukrainian
1822|2024-03-14|An unrealized bag of potential, high intelligence, exhaustion and a constant lack of resources. Interests: Music (both listening and creating), anime, Netflix and gaming. I mostly spend time in my own thoughts and do not move in reality (not literally, but in terms of productivity). Problems with personal boundaries. I used to like making such descriptions of myself, now I don't, it mostly looks like a request to a psychotherapist.|I am a psychologist, I can provide psychological help, consultation, initial psychodiagnosis, I plan to engage in psychotherapy and am studying for it.|Ukrainian|Caucasian
1823|2024-03-14|I like to knit|Seller of food products|Ukrainian|European
1824|2024-03-14|Business|Trade|Ukrainian|Ukrainian
1825|2024-03-14|Creative personality. Constantly in search of new hobbies. I am responsible for doing.|I dance, I create dances of modern styles (contempo, hills).|Ukrainian Russian|European
1826|2024-03-14|I like to read, I am responsible in my work, I can spend a lot of time if I am interested and I succeed in everything. Hardworking, I like to grow flowers|Various telephone sales, surveys|Ukrainian|white
1827|2024-03-14|A simple person, well versed in my work|Sale of goods for animals|Ukrainian|European
1828|2024-03-14|I like to work and I am happy if work brings not only pleasure but also income. Despite my age, I am constantly learning|I am engaged in the sale of food products and am looking for work online|Ukrainian|White
1829|2024-03-14|I like active but calm work, I like good and calm people, I don't like evil people|I do not work, I have finished my studies|Ukrainian|European
1830|2024-03-14|"I like to work with documents.
I would really like to find a job closer to home"|Tests of respirators, compilation of test protocols of respirators, preparation of annual reports, work with public procurement|Ukrainian|To European
1831|2024-03-14|I am an active and purposeful person. I go to the goal, even when I have no strength and desire|I am a psychiatrist and psychotherapist. I am currently a mother on maternity leave.|Ukrainian|European
1832|2024-03-14|I am the mother of a beautiful son, and I love everything related to him. Therefore, I like to develop in various spheres of society, especially culture|I am a 3rd grade operator at a gas station. I have been working for one and a half years|Ukrainian|European
1833|2024-03-14|Cheerful, smart, hardworking|I studied at the medical academy, I work in the field of medicine: a psychiatrist|Ukrainian|European
1834|2024-03-14|I give myself to what I do|Medicine|Ukrainian|European
1835|2024-03-14|An intelligent, cheerful and purposeful person.|Thank you people. I am a psychiatrist|Ukrainian|European
1836|2024-03-14|Attentive, intelligent, active|I work as a psychiatrist|Ukrainian|European
1837|2024-03-14|Everything is great|Marketing|Ukrainian|European
1838|2024-03-14|I|Senior cashier controller of the cash operations sector. Making payments, currency exchange operations|Ukrainian|European
1839|2024-03-14|I consider myself a comprehensively developed person. I try to develop in different directions and learn something new.|Retail|Ukrainian|European
1840|2024-03-14|I am a balanced, diligent person. I am an introvert, I have great friends, an interesting circle of communication and I have good relations with my family. I love my work, I am sincerely interested in chemistry and scientific activities. I'm finishing my master's degree, I'm going to graduate with honors. I plan to connect the further future with this direction. I like to read, I am interested in music and cinematography, and I regularly go to blood donation drives. Volunteer when there is free time|"Work: synthetic chemist (organic chemistry) - synthesis, development of methods, analysis, purification of chemicals, etc.
Education: electrochemist - electroplating/corrosion/electrochemical 3D printing, etc."|Ukrainian|European
1841|2024-03-14|I want to contribute to the improvement of the standard of living in the country|Conducting classes, lectures, events|Ukrainian|white
1842|2024-03-14|Responsible person|Legal support|Ukrainian|European
1843|2024-03-14|I complete task honest and even it takes hours until get done|Work in legal finance company as Staff Executive skills of Marketing and Trade analysis|Indonesian|Asian
1844|2024-03-14|All OK|Qa engineer|Ukrainian|Meaningless input
1845|2024-03-14|Stubborn, purposeful and fair|Ballet artist|Ukrainian|Meaningless input
1846|2024-03-14|My mother is on maternity leave, I am looking for a job. But it is difficult because of the war|She worked as a retail salesperson|Ukrainian|European
1847|2024-03-14|I am diligent in my work, sociable, I always complete the assigned tasks|Retail trade, organization management,|Ukrainian|European
1848|2024-03-14|I have an organized, sometimes pedantic approach to my duties and work tasks. Therefore, I can say that in my team everything is laid out on the shelves. I think this is the key to success. The main thing is that there is no chaos in the head.|IT protection management - introduction of the project in accordance with all cycles of its life cycle from beginning to end|Ukrainian|Slavic
1849|2024-03-14|Responsible|professional development of teachers|Ukrainian|white
1850|2024-03-14|Active, easy to learn and eager to achieve new things. I easily accept new acquaintances, always open to people. I dream of achieving a good income.|I'm learning I try to submit all necessary assignments on time, work to gain knowledge and get good grades|Ukrainian|European
1851|2024-03-14|I like to cook and do handicrafts|Equipment operation engineer|Ukrainian|European
1852|2024-03-14|"I like to be in the center of attention, a workaholic
I know how to organize myself, Open to new challenges,
I am engaged in self-development"|"Production of dairy products, cheese making.
Control of technological processes"|Ukoainska|European
